iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,7326434.5,10923721.0,2706.74,3304.9575
10,7306739.5,10893132.0,2703.1,3300.3268
20,7296448.0,10876036.0,2701.19,3297.7362
30,7286781.5,10859259.0,2699.4,3295.1917
40,7273207.0,10835231.0,2696.89,3291.5442
50,7259279.5,10811168.0,2694.3,3287.8875
60,7245579.5,10786991.0,2691.76,3284.2092
70,7230843.5,10760864.0,2689.02,3280.2291
80,7215205.5,10732914.0,2686.11,3275.9668
90,7198713.0,10703177.0,2683.04,3271.4252
100,7181421.0,10671723.0,2679.82,3266.6151
110,7163417.0,10638585.0,2676.46,3261.5392
120,7144861.5,10604021.0,2672.99,3256.2373
130,7125799.0,10568040.0,2669.42,3250.7086
140,7106339.0,10530749.0,2665.77,3244.9678
150,7086580.0,10492248.0,2662.06,3239.0306
160,7066634.5,10452645.0,2658.31,3232.9131
170,7046621.5,10412071.0,2654.55,3226.6328
180,7026659.5,10370648.0,2650.78,3220.2078
190,7006880.5,10328492.0,2647.05,3213.657
200,6987403.0,10285747.0,2643.37,3207.0004
210,6968377.0,10242545.0,2639.77,3200.259
220,6949938.0,10199031.0,2636.27,3193.4545
230,6932226.0,10155353.0,2632.91,3186.6097
240,6915399.5,10111664.0,2629.71,3179.7485
250,6899621.5,10068122.0,2626.71,3172.8959
260,6885042.0,10024894.0,2623.93,3166.0779
270,6871816.0,9982239.0,2621.41,3159.3364
280,6860057.5,9940843.0,2619.17,3152.7789
290,6849911.5,9901014.0,2617.23,3146.4574
300,6841489.5,9862878.0,2615.62,3140.3912
310,6834841.5,9825601.0,2614.35,3134.4513
320,6828244.5,9791815.0,2613.09,3129.056
330,6826980.5,9796459.0,2612.85,3129.8007
340,6817386.0,9763499.0,2611.01,3124.5226
350,6814195.5,9753804.0,2610.4,3122.9696
360,6808416.0,9752032.0,2609.29,3122.686
370,6807548.5,9741927.0,2609.13,3121.0692
380,6808046.0,9741357.0,2609.22,3120.9729
390,6800683.0,9740405.0,2607.81,3120.825
400,6797171.0,9737609.0,2607.14,3120.3773
410,6805790.5,9763272.0,2608.79,3124.5216
420,6797889.0,9724866.0,2607.27,3118.3383
430,6792435.5,9727394.0,2606.23,3118.7369
440,6789945.5,9719463.0,2605.75,3117.4691
450,6757391.5,9778528.0,2599.5,3126.9584
460,6743250.5,9773017.0,2596.77,3126.078
470,6732145.0,9783889.0,2594.64,3127.8248
480,6722968.0,9763049.0,2592.87,3124.4921
490,6723250.5,9739124.0,2592.92,3120.6623
