Epoch,lossTrain,lossVal,stdDev
0,0.19638817012310028,0.19164739549160004,0.006000000052154064
5000,0.008973410353064537,0.04763145372271538,0.14900000393390656
10000,0.0014754177536815405,0.057372987270355225,0.18000000715255737
15000,0.0007025310187600553,0.06152801215648651,0.18799999356269836
20000,0.0008436634088866413,0.0621662363409996,0.1889999955892563
25000,0.0002756546309683472,0.06288331001996994,0.18700000643730164
30000,0.00015842933498788625,0.06370683759450912,0.18799999356269836
35000,0.00011048334272345528,0.06218201294541359,0.1850000023841858
40000,9.758193482412025e-05,0.05947194620966911,0.17800000309944153
45000,8.570653881179169e-05,0.060483094304800034,0.1809999942779541
50000,8.958750549936667e-05,0.056648049503564835,0.17000000178813934
55000,3.7872730899835005e-05,0.055977948009967804,0.17000000178813934
60000,3.134311191388406e-05,0.056212857365608215,0.17100000381469727
65000,2.2245474610826932e-05,0.0546172559261322,0.16699999570846558
70000,1.923940726555884e-05,0.05308334901928902,0.16300000250339508
75000,3.0348550353664905e-05,0.053541380912065506,0.16500000655651093
80000,1.1497518244141247e-05,0.05191264674067497,0.16099999845027924
85000,1.0237526112177875e-05,0.05129612237215042,0.15800000727176666
90000,7.222295153042069e-06,0.051088906824588776,0.15700000524520874
95000,1.078486366168363e-05,0.05221996083855629,0.1599999964237213
99999,4.867610641667852e-06,0.050759635865688324,0.15600000321865082
