Epoch,lossTrain,lossVal,stdDev
0,0.16917817294597626,0.1277112066745758,0.008999999612569809
5000,0.03871052339673042,0.053680043667554855,0.06800000369548798
10000,0.04349053278565407,0.048456333577632904,0.02500000037252903
15000,0.04626484587788582,0.04929022490978241,0.039000000804662704
20000,0.04859870672225952,0.04785602539777756,0.012000000104308128
25000,0.04637898877263069,0.04788408428430557,0.013000000268220901
30000,0.04546049237251282,0.047944240272045135,0.012000000104308128
35000,0.04886019974946976,0.04773794487118721,0.01600000075995922
40000,0.04345471411943436,0.04849359393119812,0.02199999988079071
45000,0.04981829598546028,0.04765574261546135,0.008999999612569809
50000,0.04615122079849243,0.04894768446683884,0.03200000151991844
55000,0.04490899294614792,0.04853023588657379,0.017000000923871994
60000,0.049203187227249146,0.04771941155195236,0.014000000432133675
65000,0.04605131596326828,0.04785498231649399,0.014000000432133675
70000,0.04643886536359787,0.04789462313055992,0.010999999940395355
75000,0.047176580876111984,0.04806886240839958,0.013000000268220901
80000,0.04356846213340759,0.047893498092889786,0.013000000268220901
85000,0.04726728796958923,0.04793448746204376,0.014000000432133675
90000,0.04545624181628227,0.04779476672410965,0.014000000432133675
95000,0.048392120748758316,0.04783567413687706,0.012000000104308128
99999,0.044767189770936966,0.04845656454563141,0.014999999664723873
