iteration,trainRMSE
0,"[285.53189908996836, 285.52734554137385, 285.52607307968304, 285.5401304369762, 285.5464287568285]"
500,"[260.4961883608572, 260.3990952377884, 260.59922424055395, 259.2953163121105, 259.57870903917814]"
1000,"[255.1931071629067, 255.42993423479732, 255.67590204180388, 254.3818160047863, 254.39681784159058]"
1500,"[244.56583287461882, 244.3740180612346, 243.78417537598713, 242.9838388105612, 244.7528775004588]"
2000,"[231.40615769392022, 230.65391750033115, 231.67727510384836, 232.18881974839326, 232.97191389758976]"
2500,"[210.20784405283965, 209.4069325357816, 209.85448178324953, 209.72254413287635, 208.47199171662137]"
3000,"[186.85852834732, 184.54765331332942, 182.9030453214594, 183.98214072009242, 196.65330424963366]"
3500,"[165.91864953759503, 162.18448868881208, 160.93324427146626, 161.27756042364058, 158.6314676762295]"
4000,"[145.34894454613067, 141.42403069829783, 139.81122444970933, 138.4827196863402, 136.70842142546292]"
4500,"[123.01472733351619, 121.00771400016991, 119.2325847548889, 117.35397509296222, 113.80441543996955]"
