iteration,trainRMSE
0,"[1030.3147348320688, 1030.4735293195183, 1030.5510350944264, 1029.0621486279388, 1027.7102768058505, 1027.1006520342105, 1018.803822554427, 1023.9002023303681, 1023.4190107246001, 1023.9500772793818]"
100,"[1026.7144822511411, 1018.1620470363715, 1014.5510234790742, 1012.6013081093676, 1011.1583234792, 1010.5067836008387, 1002.155628406141, 1007.2370403899055, 1006.761454764671, 1007.2728852373248]"
200,"[1021.0088093867429, 998.5988072625637, 993.7455883845016, 991.6579961566495, 990.2242684118547, 989.578314649822, 981.1923056711162, 986.2693499487937, 985.810926160203, 986.2993644488522]"
300,"[1013.214084878402, 973.0953717332394, 966.7198285472339, 964.4038596829394, 962.9776923079916, 962.3382399389606, 953.911628591315, 958.9765558732242, 958.542901274704, 958.9978973978614]"
400,"[1003.3631826545829, 939.1205232833718, 934.0154045790176, 931.91084313033, 930.568645879569, 929.9487284164081, 921.4864681653016, 926.5247520165933, 926.1252490025618, 926.534513634649]"
500,"[991.4950683597843, 898.6967274304018, 897.2546168278315, 895.7437925562557, 894.5585268381901, 893.9720548417093, 885.4943978053384, 890.4800582614188, 890.1264558651709, 890.4747645647171]"
600,"[969.8200380558824, 859.8921258056506, 859.5989190082179, 858.292869367747, 857.23622497168, 856.6851329539844, 848.236130102106, 853.1251272219828, 852.8321177343036, 853.1006392577465]"
700,"[951.9858284040331, 824.1534605642677, 823.9062603894641, 822.7192810446829, 821.8130496720788, 821.3085445880522, 812.9736672156866, 817.6957263586494, 817.4814168505329, 817.6473802139317]"
800,"[888.5105396144385, 796.7019723751914, 796.3552412286255, 795.3166373874701, 794.5906754511773, 794.1447452405619, 786.041422091178, 790.5169323146185, 790.3938194662815, 790.4423445060667]"
900,"[861.7824090330128, 778.275482807486, 778.1253374981058, 777.2868655061632, 776.7944293195716, 776.4280723529931, 768.752828578668, 772.8462953176701, 772.8370209329846, 772.7409282924715]"
1000,"[831.8757047833165, 774.7395770931299, 774.6345668374155, 773.954399885356, 773.6406196260458, 773.337598304868, 766.0750917076883, 769.8347140328142, 769.9095953836104, 769.7079150084079]"
1100,"[817.3018019313628, 774.6891819938406, 774.7052401952617, 773.9719499908924, 773.6201449698507, 773.3039145625453, 765.9486051867011, 769.7814052798808, 769.8387455223718, 769.6589840615835]"
1200,"[813.5876189678207, 774.646178570404, 774.6297200433263, 773.9238134328966, 773.5987960613483, 773.2924157066891, 766.0038162574976, 769.783913552029, 769.853933637349, 769.6583311011723]"
1300,"[810.0174866561206, 774.5757158019344, 774.6741512258685, 773.9548650592043, 773.605933761976, 773.2911586256052, 765.9450114900783, 769.7705653297021, 769.8296622653171, 769.6477042003256]"
1400,"[806.2694387529172, 774.5665574906436, 774.6043700885165, 773.9231492706584, 773.5948823017421, 773.2882067082875, 765.9959401048695, 769.7789342794744, 769.8482616829767, 769.653523562765]"
1500,"[802.1140367113468, 774.5503722493291, 774.6475394276201, 773.94189552839, 773.5969201865834, 773.2830905919612, 765.9448026739612, 769.7641478711149, 769.8247486115334, 769.6409126886728]"
1600,"[796.4534856406668, 774.5241744897894, 774.6365314233251, 773.924145953103, 773.5857455433143, 773.2746391659266, 765.9544670151795, 769.7593584096694, 769.8234610376005, 769.6352719522043]"
1700,"[780.9470962033846, 774.540477762194, 774.6633449434767, 773.9358292221011, 773.5939031676618, 773.2807635132747, 765.9454073624427, 769.7624067287047, 769.8235756124324, 769.6390328641822]"
1800,"[778.8840922798252, 774.1973722498793, 774.5303760746436, 773.9265005319982, 773.5905319965859, 773.274866008859, 765.9526218876618, 769.7592060439538, 769.8229110595729, 769.6352107448888]"
