iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055150.8,1234372.8,1027.2,1111.0171
2500,593905.25,722601.44,770.63,850.048
5000,583871.8,728707.1,764.09,853.6102
7500,570794.4,737659.4,755.5,858.8545
10000,552987.56,745452.6,743.6,863.3681
12500,552314.0,745831.7,743.12,863.5944
15000,533198.56,758465.1,730.06,870.8623
17500,504018.72,789210.4,709.31,888.2192
20000,506219.06,798578.0,710.91,893.3502
22500,502857.84,834922.25,708.62,913.2618
25000,512144.1,798242.7,715.27,893.0301
27500,484449.22,809788.5,694.4,899.6376
30000,484660.47,791369.3,695.17,889.2276
32500,497608.28,818692.5,704.91,904.7738
35000,455008.22,830205.8,672.34,910.3644
37500,475649.47,806183.25,688.94,897.3997
40000,487355.9,788080.0,697.38,887.6014
42500,499044.44,773907.1,706.02,879.6413
45000,580676.3,734398.6,762.0,856.9294
47500,589629.44,725682.6,767.86,851.8591
50000,573986.25,736877.25,757.58,858.3795
52500,558816.7,752123.0,747.36,866.9722
55000,551959.5,757655.75,742.67,870.0219
57500,549519.06,761203.4,741.11,872.0758
60000,573546.3,737100.5,757.3,858.511
62500,595418.7,721254.3,771.62,849.2532
65000,577452.2,726291.0,759.88,852.1787
67500,569275.25,730127.44,754.47,854.4321
