iteration,trainRMSE
0,"[1024.08808128349, 1024.1908355478777, 1029.1720069682783, 1029.1913461327786, 1029.714387297053]"
2500,"[760.982085169192, 761.6324779420117, 769.1038647604745, 771.1130326838074, 768.2993473528916]"
5000,"[759.3233732485148, 760.0169409655613, 766.3379747734135, 764.524716596433, 755.0354331069051]"
7500,"[758.7790238558574, 756.8466539615912, 764.9695226477339, 762.9361641397161, 756.0565459662988]"
10000,"[755.6826492177893, 753.7350143659354, 761.8845000936354, 757.3979377831217, 750.9755381269599]"
12500,"[754.1773655705575, 755.2362181351526, 757.078036476641, 754.1075641085561, 744.4194856278768]"
15000,"[753.8982420943473, 749.7195158179477, 753.454770792183, 753.4849204773116, 746.969029068109]"
17500,"[753.3031851024434, 750.3346779522661, 755.8759269749992, 756.2828098767081, 749.3557221046528]"
20000,"[754.5637415677587, 750.4889323098677, 752.1830988558552, 755.5930347488812, 740.9268485717029]"
22500,"[752.8980597667245, 748.6142727467701, 754.4788399477362, 750.3372225044392, 742.0893646098115]"
25000,"[752.8291901249163, 747.617152743999, 754.7421116548031, 752.8083012596702, 747.6270210708882]"
27500,"[754.702758650449, 747.9193185625556, 754.8409118331205, 756.8088892598047, 753.7062631556845]"
30000,"[756.1376878901855, 744.9580066272783, 750.5575943609367, 751.9649966700391, 743.4250105390629]"
32500,"[753.8666536914208, 745.1359242571533, 750.1663319677158, 754.3056109892534, 744.5159096613181]"
35000,"[753.3481091391889, 740.563247849357, 745.0490466558095, 741.738010137596, 735.3543862869226]"
37500,"[752.4544497679002, 744.9355198302137, 748.1553150985934, 742.9341715493672, 737.5981818895312]"
40000,"[752.2606824601776, 743.1403406826703, 751.4210401559683, 743.7884130576862, 738.0471618693026]"
42500,"[752.4309537657883, 752.2010506349252, 761.5543275239183, 764.5567136196149, 764.6876930009405]"
45000,"[750.6392101038543, 749.2768567702138, 758.458308824067, 751.9557544099754, 759.2436061878607]"
47500,"[756.2206567811161, 749.0886161125835, 759.8332511568807, 758.039474948888, 763.6046567119955]"
