iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055293.1,1234893.1,1027.27,1111.2512
2500,587121.1,728657.75,766.23,853.591
5000,579211.4,734747.06,761.05,857.1457
7500,577488.56,741734.0,759.92,861.21
10000,571453.4,756599.44,755.94,869.7859
12500,567036.75,763571.56,753.0,873.7685
15000,564770.3,769335.4,751.51,877.076
17500,567065.56,766484.75,753.03,875.4087
20000,563657.3,763159.44,750.75,873.5417
22500,562046.56,765371.2,749.68,874.8013
25000,564199.8,763303.44,751.12,873.5682
27500,567918.25,762928.06,753.6,873.3872
30000,561638.06,765214.5,749.41,874.6202
32500,561917.7,766863.2,749.6,875.6389
35000,552400.7,770963.56,743.21,877.9668
37500,555374.4,773534.9,745.22,879.3885
40000,556148.0,771872.2,745.73,878.5106
42500,576247.9,735615.75,759.09,857.6656
45000,568410.0,741943.94,753.91,861.3423
47500,573619.7,760944.7,757.36,872.2752
