iteration,trainRMSE
0,"[1024.2201876552606, 1024.2039327915186, 1029.1394470442806, 1029.1258445660353, 1029.6239227403069]"
2500,"[754.7406468412564, 753.041297609156, 759.4111014781754, 760.3455059330923, 762.0610249171846]"
5000,"[742.1336000327439, 741.700416665772, 743.3662926697016, 749.7627861045188, 752.4400699220574]"
7500,"[740.7306173752996, 737.3946115590863, 744.749495937968, 742.7370643879785, 745.6771835692232]"
10000,"[743.7890529280226, 737.0360150210968, 745.9629371016811, 749.2687441172305, 753.7901430456004]"
12500,"[737.5928353741474, 735.8460466451043, 738.0826970547294, 742.9552520103463, 741.1913453650787]"
15000,"[743.1715987655338, 749.2235466795457, 748.8836442401848, 752.1321398044674, 751.0407921912063]"
17500,"[728.7251534223803, 731.5171080941066, 736.9275874333522, 738.198441625689, 734.943939659339]"
20000,"[731.8998089185656, 730.6621804308982, 735.8431674017253, 740.4549537589406, 736.2247225178671]"
22500,"[738.7867130460478, 731.06556830173, 739.0549716457422, 739.5159713026609, 743.1888889982064]"
25000,"[733.0813772512706, 726.9042467928351, 728.3711790058093, 732.4179106426693, 730.3737316579128]"
27500,"[733.3330987124314, 722.8484598984054, 724.1483757414294, 727.6566233724735, 735.7226833473867]"
30000,"[737.6167768629379, 725.9604338548012, 726.1022590148598, 728.252262145935, 739.2950042560486]"
32500,"[732.6314390090415, 728.9170716060398, 729.775342523856, 733.6765739831976, 739.7243379561162]"
35000,"[736.6258790750032, 721.4243214321306, 725.303186197367, 726.6828177800728, 735.706000988541]"
37500,"[733.6793857884561, 714.2330725830327, 721.2951786750277, 718.2663101634657, 739.3221914153701]"
40000,"[764.5822421178527, 760.6488988356391, 770.9826984683945, 770.7987869772106, 770.3298938864289]"
42500,"[762.3171642226431, 756.5514445468983, 758.4773602130413, 750.9292535895089, 757.9092257211042]"
45000,"[764.439586277693, 758.5631765865063, 764.6713774144561, 756.2060991609216, 767.7783060154204]"
47500,"[763.0710064872476, 751.0885455048905, 745.1119612646805, 726.6710422683514, 743.0587393927451]"
50000,"[768.9894286286471, 756.7972814595545, 767.738702586075, 762.6951798371596, 770.1683292742003]"
52500,"[764.1218829932883, 746.6166202785377, 747.8076696455086, 720.0773176083488, 747.9232216409105]"
55000,"[764.4640267762106, 745.3791367040974, 749.1000099142128, 726.6372517393479, 742.1802468522227]"
57500,"[760.6111292245557, 748.9433169273802, 744.5534305680253, 733.8810402793374, 750.8299362672725]"
60000,"[758.0605473661981, 746.3645946484379, 733.6152475167688, 722.6280739588893, 741.4528572203136]"
62500,"[753.551219185778, 746.2083478550843, 747.740593863799, 724.0013935104535, 741.3317229047698]"
65000,"[755.9767296935496, 746.6332063436607, 747.2227458701583, 748.1450912009773, 757.5124639673401]"
67500,"[755.6310060360793, 745.8270317304427, 736.6323258166393, 725.1120569766887, 747.021879816407]"
