iteration,trainRMSE
0,"[796.1371565156749, 796.1897700626336, 795.4666192899737, 795.4815705589843, 795.5442099283489, 795.5660069820946, 795.6085797678626, 794.9985495062317, 792.0884816428493, 793.0316321878366]"
100,"[755.0016102904477, 754.8062049690712, 754.114784422405, 754.1120456568043, 754.1525876852238, 754.1627983600991, 754.1937590190257, 753.6215458158408, 750.7481559985058, 751.6366085531153]"
200,"[688.357064531529, 688.1113947163732, 687.5961192580131, 687.553757256031, 687.5321084821555, 687.5105391513664, 687.5085620113872, 687.0715465121816, 684.4429142913408, 685.1355065547606]"
300,"[674.1993703096796, 674.5713298741522, 674.2483026651778, 674.3456076589002, 674.2486456396838, 674.1911482665339, 674.12574249984, 673.8093203780559, 671.545847880954, 672.0412036749609]"
400,"[671.9019943828622, 671.8324606627895, 670.9797954888163, 671.5304801057159, 671.0271546468431, 671.1724245870073, 670.3869134732594, 671.192488968295, 669.2075569134098, 669.6870098932617]"
500,"[669.341065845044, 667.6965788552325, 666.1238495320262, 666.5656559812724, 666.0724373981651, 666.4942231835352, 666.0968566609614, 667.6235965828621, 666.848851008956, 668.409363572136]"
600,"[667.7685935050656, 664.96994682195, 664.3564277700982, 663.9123740259582, 663.6929488185741, 664.2882707700539, 664.1843589445743, 666.5704803703852, 665.8990248306113, 668.0624758659758]"
700,"[666.592733742413, 663.5522815307554, 662.188377468675, 661.8472930760393, 661.1199494779548, 662.0335568745525, 662.2967608513763, 664.055341490587, 664.1691782797899, 666.3666741676288]"
800,"[665.8886993703766, 662.9394752199332, 661.3287762533924, 660.828027646783, 660.3452528668308, 662.3418318968701, 662.1075205640019, 663.5328729386143, 664.0888708092456, 666.0837448324254]"
900,"[671.4961839813301, 668.1148132160838, 666.8303355010345, 665.1743753714501, 665.5800322647552, 668.040837172374, 667.8197520952596, 671.4563856284703, 671.2586584711173, 673.1287271258584]"
