iteration,trainRMSE
0,"[792.8557151260956, 792.9665605829065, 793.100366106364, 793.185087262506, 794.1871080363359]"
2500,"[626.9129696626134, 614.2609709350916, 612.5588005832794, 602.8364875260454, 602.1700981721438]"
5000,"[589.5229842882429, 568.0518232181341, 559.7930663526496, 545.9239428679095, 527.4811542670872]"
7500,"[563.9124179439075, 540.0441243483101, 549.5495414150047, 529.6574738224217, 515.4640860235838]"
10000,"[542.7689854585966, 513.4246795065261, 484.9639356475204, 481.02175692819185, 496.01862845375183]"
12500,"[533.9881970066479, 471.1170005747369, 430.2692677974187, 431.3851715993709, 428.6153707028081]"
15000,"[542.3505594766987, 504.933651490902, 467.74129318658635, 467.2511693894348, 474.97259474250234]"
17500,"[534.6651900233651, 467.77357346624905, 439.98359434011667, 445.2663174077225, 439.0557755700256]"
20000,"[515.8691652752568, 452.6592964604586, 406.0432896698295, 409.45523936398195, 401.1952355248346]"
22500,"[519.9933044382271, 463.03889441436183, 430.8689006131996, 460.92105032854414, 440.2347477909083]"
25000,"[508.2912414744592, 452.2507372687615, 407.1791537228752, 417.2060936278254, 421.04626073268525]"
27500,"[504.4726269639835, 431.1210978481934, 380.9904127195934, 390.04825654332524, 390.5615585035892]"
