iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629260.0,626365.75,793.26,791.4328
2500,374319.25,464487.5,611.75,681.5184
5000,311976.34,511307.94,558.15,714.9182
7500,291584.22,534933.6,539.73,731.3371
10000,254168.72,546827.9,503.64,739.2274
12500,212413.34,559323.25,459.08,747.5999
15000,242368.97,561379.6,491.45,749.1689
17500,217867.22,594071.75,465.35,770.4429
20000,192908.88,582929.1,437.04,763.2916
22500,215348.56,608742.44,463.01,779.7833
25000,196013.9,599065.25,441.19,773.7845
27500,178046.27,605042.25,419.44,777.8362
