iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,824296.7,676865.0,907.91,822.7179
2000,762455.1,616814.3,873.19,785.375
4000,647535.7,506372.84,804.69,711.5986
6000,568022.3,433888.94,753.67,658.7015
8000,554151.8,449728.4,744.41,670.6114
10000,546515.5,466295.8,739.26,682.8414
12000,540422.25,467882.72,735.13,683.9958
14000,529901.8,489848.22,727.93,699.875
16000,522545.6,495154.22,722.86,703.6327
18000,519331.1,502711.47,720.63,708.98
20000,516145.06,505910.8,718.41,711.2362
22000,515583.97,506667.47,718.03,711.767
24000,512814.53,506587.12,716.09,711.7202
26000,508357.0,511788.06,712.97,715.3779
28000,506613.84,515115.3,711.74,717.6781
30000,503350.53,520506.94,709.44,721.4163
32000,513441.78,524690.7,716.52,724.302
34000,500498.28,525643.94,707.41,724.9647
36000,508263.78,525744.5,712.89,725.0377
38000,498854.94,522868.72,706.25,723.0803
40000,501059.56,521783.75,707.81,722.2977
42000,492609.1,520675.34,701.79,721.5516
44000,495109.38,523842.6,703.58,723.7147
46000,502043.44,524854.4,708.52,724.3822
48000,488439.66,523758.9,698.81,723.6546
50000,488633.8,520646.72,698.94,721.4901
52000,490668.28,525718.1,700.41,724.9878
54000,507602.34,518368.6,712.42,719.9292
56000,491189.22,527999.7,700.76,726.5551
58000,483104.38,533527.4,694.93,730.3897
