iteration,trainRMSE
0,"[905.1683375567335, 905.1560686677615, 908.0648427456682, 908.6297830459358, 908.6315719280938, 910.2391798378474, 908.6361993908015, 907.621539223715, 907.6647956346363, 909.2523253694329]"
2000,"[872.9108531105733, 870.3001344684021, 873.1191885599283, 873.6196281450904, 873.6204562511987, 875.1455509697878, 873.5916959008124, 872.6615519580849, 872.6933859430646, 874.196697022784]"
4000,"[802.4471951690763, 802.4388425854096, 804.9783643463837, 805.2924765021473, 805.2921368578685, 806.5669991961852, 805.1795291994408, 804.4993405910964, 804.5025757194013, 805.7501875322602]"
6000,"[752.3082310189372, 752.2604012709528, 754.0904536365906, 754.0438128931796, 754.0413822986881, 754.7687856466315, 753.785123384397, 753.6080505142218, 753.5592586053269, 754.2514993752187]"
8000,"[745.8403545266823, 745.4323865935045, 746.5121675445693, 743.709810882095, 744.4530860355922, 745.1510026153353, 741.7389413817449, 742.3841601107409, 742.6245227842512, 746.2670533507358]"
10000,"[742.9500108946654, 739.6857434281576, 740.1733666897173, 738.2112365393644, 737.6045037112706, 739.1536411109482, 736.7145784635718, 737.2562663520456, 736.9265074223481, 743.9487894758814]"
12000,"[738.793569660716, 734.6883187227321, 737.0705006083965, 734.1318409913829, 733.6872095092382, 735.7449969565295, 731.2661757957571, 732.9056714436598, 731.9541591379902, 741.0344997902268]"
14000,"[735.2890850512026, 729.0109569025433, 730.0653247028633, 727.6206673439954, 725.8783520987023, 729.1262550603549, 724.7155352726073, 727.3114302427338, 721.5085477211421, 728.8209382080149]"
16000,"[731.7453483528949, 722.9399603724428, 726.7728046619865, 722.49590220155, 723.1667638346929, 724.0975715807699, 718.0134857925623, 721.2801413853987, 715.7273118579369, 722.3629487329256]"
18000,"[730.9455378518358, 719.6921025021962, 725.035407711444, 721.4185983439984, 721.3354049484492, 721.977385761314, 716.29330021083, 719.5828222104615, 711.2823238309268, 718.7245467489856]"
20000,"[729.1606126528625, 717.0898404363628, 723.4509648777899, 720.0185825656891, 718.9497575735071, 718.3445690809897, 714.9761805570851, 717.2492186154414, 709.0519664659242, 715.8469236749272]"
22000,"[727.6073838408606, 715.5134912203598, 721.4398648980158, 719.0190739886766, 719.852229663673, 718.7712007156312, 712.6472684687135, 717.6529851026555, 711.0997879214437, 716.6700749623757]"
24000,"[726.6737978030084, 712.7441108925739, 719.0358386328782, 714.1713867572316, 716.638388345565, 717.1184476363896, 713.6918200332705, 718.3591801423956, 708.0399733980388, 714.4738167059124]"
26000,"[726.7545912302368, 710.8914679593729, 716.7853554673361, 712.1536433267406, 716.8876845446648, 711.8457025104572, 705.4060173784618, 712.1634340359344, 705.4680959450995, 711.3093256124001]"
28000,"[725.9360671029085, 710.2643717749704, 714.6228387916061, 713.3494847661594, 713.7092278918998, 711.6263912749109, 701.9503948855476, 713.350867922906, 704.2375756136461, 708.3535602474899]"
30000,"[725.3298262449075, 708.2556813483378, 712.3826483057193, 711.7741999751694, 710.3890471470036, 710.0211197966302, 696.8653064857909, 710.3550996165021, 703.9014328890695, 705.098852852968]"
32000,"[728.0281949461489, 712.6819087780722, 713.6472744497611, 716.3739048980486, 718.8362798653528, 720.5321174119002, 706.9907099925974, 723.5060123725701, 718.4352229334813, 706.1455400708555]"
34000,"[725.4910813817644, 706.4688483060769, 710.4220736135824, 711.0584240310003, 705.4403261716498, 706.0919386302421, 692.4856026118157, 710.2908139114161, 702.1811143500245, 704.2094561652999]"
