iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5964110417764, 910.5685198634455, 912.0774209376212]"
2500,"[731.9012240764744, 726.5931647984828, 730.3230486785411, 727.7982405010672, 725.1039372864949]"
5000,"[732.1594388586785, 715.9896791455959, 717.1610413205232, 696.942040776333, 684.8970508020172]"
7500,"[734.6742905876412, 706.1001928423512, 708.2027120393002, 690.4153795557872, 656.7302894499292]"
10000,"[736.965754160419, 698.8289344093291, 697.1218988827668, 665.7337266668578, 642.5238800119973]"
12500,"[742.7102951902956, 704.7463341633435, 687.197451358035, 632.296012357491, 616.2757687791833]"
15000,"[727.7338474675812, 680.8562681825423, 666.9356896003428, 671.5774389426847, 641.821455670423]"
17500,"[676.1644583184006, 668.6298280292002, 670.5118578956636, 669.6199144319773, 643.2412723178062]"
20000,"[669.2715121754859, 645.4019733200169, 651.0670755128305, 668.196824116003, 599.4417968777309]"
22500,"[749.3330015149046, 700.040809444926, 727.8001994619607, 714.9894948328773, 687.5748975325989]"
25000,"[749.8005792153469, 701.8268901660673, 696.7237904926751, 698.3737786844364, 579.1017263174975]"
27500,"[745.6233897130934, 702.1356909620604, 662.4206910013802, 638.1148540176223, 522.7558471450735]"
30000,"[741.9835979572445, 694.0309120206921, 657.0481157353632, 619.6851844381918, 562.9508604841351]"
32500,"[740.5888886605453, 690.4665293075321, 632.8615903452214, 598.3773649194909, 536.6049639943479]"
35000,"[723.6675553166112, 699.9298289102057, 594.6073487220324, 573.0225995637617, 512.1147559712437]"
37500,"[738.6098637245167, 708.8620415305276, 663.7196148345683, 659.8659765901847, 622.374093354495]"
40000,"[725.7984260953122, 699.7814997107206, 624.4647621838412, 599.4207923183372, 549.6347737728881]"
42500,"[717.5751787000756, 696.3338785553331, 603.4605437295212, 576.0486830591442, 532.3819435709106]"
45000,"[720.350575357744, 692.5269254773451, 577.9691843118002, 542.833324749274, 504.66441270291784]"
47500,"[716.9493786605925, 688.8893059446204, 575.0472845660084, 555.2573950367976, 489.7376295568712]"
