iteration,trainRMSE
0,"[1598.2112402816135, 1597.5058673219135, 1597.4788766366867, 1597.7513186468352, 1601.5854849216314, 1602.3408635783658, 1602.349451580542, 1607.8984621683253, 1607.7668410091655, 1607.765847583257]"
10,"[1597.65356147226, 1596.84962158302, 1596.7521463752978, 1596.9938078831133, 1600.815697591597, 1601.5666809668119, 1601.5746862293124, 1607.1234315674728, 1606.9926473279315, 1606.9919261219377]"
20,"[1595.7035839942157, 1594.6080125262176, 1594.4518643810195, 1594.6937505729254, 1598.5196512429538, 1599.2739458297372, 1599.2867702145797, 1604.836814675761, 1604.7100795529739, 1604.713498746567]"
30,"[1592.3743177301683, 1591.4330549738618, 1591.372288813623, 1591.6380468881268, 1595.467462152535, 1596.218752700427, 1596.229625238718, 1601.7758214754404, 1601.6488872836585, 1601.6487145984029]"
40,"[1588.6410889748627, 1587.821236384376, 1587.7787867305956, 1588.0446527985582, 1591.870038026786, 1592.6171510293648, 1592.6278107339092, 1598.1710371177314, 1598.046079637335, 1598.045826446743]"
50,"[1584.4620070338815, 1583.6772029173633, 1583.6418855469842, 1583.9055287435626, 1587.7258111631243, 1588.4680425810254, 1588.4785354400335, 1594.0183083779232, 1593.8957335083198, 1593.895498408313]"
60,"[1579.6193469056532, 1578.840924972179, 1578.805722530264, 1579.0656261719532, 1582.8795987248168, 1583.616094931538, 1583.6264771339709, 1589.1620253463955, 1589.0423298494966, 1589.0421800150586]"
70,"[1574.1752659730846, 1573.472046472443, 1573.4528666210003, 1573.7088889275121, 1577.5102855333555, 1578.2413162995565, 1578.2543501721375, 1583.788606811625, 1583.6688232035335, 1583.666934050995]"
80,"[1567.9569358030628, 1567.2639109477839, 1567.2442117014145, 1567.4967778461112, 1571.2953119926967, 1572.017443721787, 1572.0272638771971, 1577.551998314431, 1577.439178002579, 1577.4389996741218]"
90,"[1561.2973963604525, 1560.6151817001676, 1560.5974066257936, 1560.8453953637395, 1564.634238328149, 1565.347856239014, 1565.3572172642127, 1570.8752234797232, 1570.7666281744482, 1570.7659944342868]"
100,"[1553.8654527666888, 1552.9230657606895, 1552.8853409648218, 1553.1436721274424, 1556.9259348624316, 1557.6318081527454, 1557.6502239032914, 1563.1371016808764, 1563.048582059581, 1563.0389296862709]"
110,"[1545.7548106127867, 1545.102427617691, 1545.0902757254096, 1545.3248778412753, 1549.0902226957817, 1549.7832414308925, 1549.7920571908671, 1555.2926887790989, 1555.193855653267, 1555.1937989050882]"
120,"[1537.5216968592347, 1536.881177068323, 1536.8713255013151, 1537.0988120209763, 1540.8506635634749, 1541.5322459099766, 1541.5406744953202, 1547.031103676261, 1546.9377304210311, 1546.9377145703418]"
130,"[1528.859374833135, 1528.2321524972144, 1528.2247892633445, 1528.4445575977384, 1532.1814575521223, 1532.8506056298554, 1532.8586146448438, 1538.3374909071822, 1538.250031713418, 1538.2500601229992]"
140,"[1519.344724847333, 1518.714857389639, 1518.710308876057, 1518.9212910611357, 1522.6407742327908, 1523.2957303072758, 1523.3032621831992, 1528.7683759478102, 1528.687639009025, 1528.6877176542828]"
150,"[1509.7729173388993, 1509.1738287272624, 1509.1722209580576, 1509.374065841561, 1513.0749902602004, 1513.7151438886106, 1513.7221800301618, 1519.1722955389753, 1519.0985390681387, 1519.0986698061902]"
160,"[1499.8958517625815, 1499.313164789533, 1499.3146955525729, 1499.5067215928393, 1503.187204403106, 1503.8114052585831, 1503.817909323864, 1509.2511385601042, 1509.1848702110497, 1509.1850567072509]"
170,"[1489.7641737717202, 1489.1990398985795, 1489.2039170464323, 1489.385442353681, 1493.0434962253141, 1493.6505828344075, 1493.6565185487339, 1499.070813944958, 1499.0125394972854, 1499.0127853724352]"
180,"[1479.4272470784167, 1478.8809209526376, 1478.8893542093133, 1479.0596761981517, 1482.6931615952428, 1483.2819297208375, 1483.2872598669185, 1488.6803686805163, 1488.6306064019896, 1488.630915361567]"
190,"[1468.9342496166241, 1468.4080575225578, 1468.4202656486061, 1468.578660811501, 1472.1852668248632, 1472.7544623169592, 1472.7591485361147, 1478.1285887144481, 1478.0878718965594, 1478.0882477689288]"
200,"[1458.3375746583874, 1457.832868627814, 1457.8490706575674, 1457.9947882415145, 1461.5720187239028, 1462.1203349537232, 1462.1243377268834, 1467.4673779912257, 1467.4362552814657, 1467.4367019853537]"
210,"[1447.6939016715617, 1447.2119849201326, 1447.232409490125, 1447.3646768143665, 1450.9098395995995, 1451.4359177704841, 1451.4391964743327, 1456.7528380237184, 1456.7318724631818, 1456.7323939081987]"
220,"[1437.0640062876196, 1436.6062152036704, 1436.6310905175485, 1436.7491116422993, 1440.259307438774, 1440.7617369395055, 1440.764249917341, 1446.0452078936996, 1446.0349758629595, 1446.0355761556586]"
230,"[1426.512918671447, 1426.0807320567494, 1426.110293923662, 1426.2132530245713, 1429.6853661925238, 1430.1626861257935, 1430.1643907959765, 1435.4090766707589, 1435.4101663081271, 1435.4108494809316]"
240,"[1416.110100901922, 1415.7050357711832, 1415.7395180693566, 1415.8265800745253, 1419.2572693107381, 1419.7079707659582, 1419.7088237552384, 1424.9133284575698, 1424.9263376363895, 1424.9271078735974]"
250,"[1405.9293556300474, 1405.5529861903208, 1405.5926272250072, 1405.6629418993073, 1409.048633809089, 1409.4711633246663, 1409.4711206397021, 1414.631199403913, 1414.6567333011037, 1414.657594688223]"
260,"[1396.0488817180033, 1395.7028190690392, 1395.7478559232566, 1395.800561542721, 1399.1374460672164, 1399.5302104363009, 1399.5292276768287, 1404.6402873279278, 1404.6789554127363, 1404.6799120980481]"
270,"[1386.5511200007686, 1386.2370079097473, 1386.2876748661274, 1386.3219019869414, 1389.6059302490846, 1389.96730266374, 1389.9653352713374, 1395.0224242585114, 1395.0748366793498, 1395.0758927402069]"
280,"[1377.5228427651914, 1377.2423397738344, 1377.298867969705, 1377.313745074393, 1380.540632616467, 1380.8689603323776, 1380.8659639040354, 1385.8637674271263, 1385.9305305989687, 1385.9316900328963]"
290,"[1369.0549087555619, 1368.809698823833, 1368.8723119849385, 1368.8669724124104, 1372.0322050444747, 1372.325820111626, 1372.3217507602578, 1377.254591089813, 1377.3363026199888, 1377.3375693512892]"
300,"[1361.2419944565293, 1361.0337798238445, 1361.1026941225796, 1361.0762835623814, 1364.1751295390275, 1364.4323599653956, 1364.4271747268124, 1369.2890177178658, 1369.386260703879, 1369.387638428258]"
310,"[1354.18231320358, 1354.0128202791527, 1354.088243550462, 1354.0399296747528, 1357.067459055452, 1357.2866429137616, 1357.280300211925, 1362.064769966634, 1362.1781065438352, 1362.179598763732]"
320,"[1347.9772460276176, 1347.8481743247924, 1347.9302946635262, 1347.8592740841982, 1350.8103817269812, 1350.9898830973723, 1350.9823432552532, 1355.6827455571006, 1355.8127096840697, 1355.8143196989179]"
330,"[1342.7306381865412, 1342.6438230736487, 1342.7328143874456, 1342.6383255726237, 1345.507765715985, 1345.6459931375432, 1345.6372189460358, 1350.246575877663, 1350.3936655441778, 1350.395396340663]"
340,"[1338.5387817395392, 1338.505612620256, 1338.601626917555, 1338.4829603903881, 1341.265385884833, 1341.360811793414, 1341.350769088683, 1345.8618628491515, 1346.026532164544, 1346.0283862894355]"
350,"[1335.3623726086707, 1335.5405704137913, 1335.6437575965197, 1335.5003214349597, 1338.1880944950478, 1338.242149986767, 1338.2597812148424, 1342.5962269514878, 1342.8005626466133, 1342.8108846827975]"
360,"[1333.2535285389508, 1333.855975947108, 1333.9664235260434, 1333.7976418447745, 1336.3843921024963, 1336.3953996007367, 1336.4168370615541, 1340.6289052807856, 1340.853756672301, 1340.8647569304164]"
370,"[1332.5811239238976, 1333.4968523752586, 1333.6326574680722, 1333.339088062087, 1335.6478535794508, 1335.7307794408903, 1335.6301752981556, 1339.8815681640442, 1340.1654270433455, 1340.0088655697161]"
380,"[1332.1845869406204, 1333.4809817368352, 1333.6184199147724, 1333.4248554263863, 1335.9409221448127, 1335.9122538330691, 1335.8986066683765, 1340.1027224650304, 1340.3173590884815, 1340.3195602881026]"
390,"[1331.7876670515661, 1333.5072395836162, 1333.6494572777167, 1333.465264784155, 1336.0075828209401, 1335.9907814339404, 1335.9774799373254, 1340.2122156740518, 1340.422161566335, 1340.424330383293]"
