iteration,trainRMSE
0,"[910.8259860323818, 910.9378063461719, 910.4981038464911, 910.476532666192, 911.9922737991986]"
1000,"[748.4744279153663, 747.9666367788172, 748.3541533127146, 749.7248771240294, 750.9746313131925]"
2000,"[741.376311495892, 740.5273832930889, 742.8820179025727, 744.1368266682623, 743.3931074637885]"
3000,"[738.6787598013066, 736.9635439534322, 739.9517890691599, 739.6856956326944, 741.5273433629508]"
4000,"[735.0818363474883, 734.2167092069453, 737.1730616195002, 737.7614067371679, 739.8927999373001]"
5000,"[732.5249015159379, 731.642073930646, 737.9932093288875, 736.0128526330144, 735.4382557674364]"
6000,"[729.1284497291132, 727.9727691616475, 735.3202862533153, 732.9429444609267, 732.5203882815096]"
7000,"[726.2050046747239, 726.5861095635729, 735.4364463187196, 732.2380347751073, 734.0874298767676]"
8000,"[724.3482113736354, 721.7236986157548, 731.3250282443664, 730.744328168822, 734.6673999214553]"
9000,"[722.4292822291719, 718.4506350694481, 725.1639399958005, 727.9224807383808, 725.3904004599426]"
