6.3,13.5,11.5,9.5,20.2,27.9,11.3,4.4,37.4,6.6,
13.5,11.5,9.5,20.2,27.9,11.3,4.4,37.4,6.6,31.9,
11.5,9.5,20.2,27.9,11.3,4.4,37.4,6.6,31.9,2.0,
9.5,20.2,27.9,11.3,4.4,37.4,6.6,31.9,2.0,13.9,
20.2,27.9,11.3,4.4,37.4,6.6,31.9,2.0,13.9,9.1,
27.9,11.3,4.4,37.4,6.6,31.9,2.0,13.9,9.1,33.5,
11.3,4.4,37.4,6.6,31.9,2.0,13.9,9.1,33.5,43.2,
4.4,37.4,6.6,31.9,2.0,13.9,9.1,33.5,43.2,7.7,
37.4,6.6,31.9,2.0,13.9,9.1,33.5,43.2,7.7,10.5,
6.6,31.9,2.0,13.9,9.1,33.5,43.2,7.7,10.5,11.1,
31.9,2.0,13.9,9.1,33.5,43.2,7.7,10.5,11.1,21.3,
2.0,13.9,9.1,33.5,43.2,7.7,10.5,11.1,21.3,6.5,
13.9,9.1,33.5,43.2,7.7,10.5,11.1,21.3,6.5,6.0,
9.1,33.5,43.2,7.7,10.5,11.1,21.3,6.5,6.0,0.0,
33.5,43.2,7.7,10.5,11.1,21.3,6.5,6.0,0.0,4.1,
43.2,7.7,10.5,11.1,21.3,6.5,6.0,0.0,4.1,17.0,
7.7,10.5,11.1,21.3,6.5,6.0,0.0,4.1,17.0,36.8,
10.5,11.1,21.3,6.5,6.0,0.0,4.1,17.0,36.8,55.4,
11.1,21.3,6.5,6.0,0.0,4.1,17.0,36.8,55.4,21.7,
21.3,6.5,6.0,0.0,4.1,17.0,36.8,55.4,21.7,10.0,
6.5,6.0,0.0,4.1,17.0,36.8,55.4,21.7,10.0,35.1,
6.0,0.0,4.1,17.0,36.8,55.4,21.7,10.0,35.1,22.3,
0.0,4.1,17.0,36.8,55.4,21.7,10.0,35.1,22.3,52.0,
4.1,17.0,36.8,55.4,21.7,10.0,35.1,22.3,52.0,23.9,
17.0,36.8,55.4,21.7,10.0,35.1,22.3,52.0,23.9,68.5,
36.8,55.4,21.7,10.0,35.1,22.3,52.0,23.9,68.5,9.1,
55.4,21.7,10.0,35.1,22.3,52.0,23.9,68.5,9.1,9.6,
21.7,10.0,35.1,22.3,52.0,23.9,68.5,9.1,9.6,13.2,
10.0,35.1,22.3,52.0,23.9,68.5,9.1,9.6,13.2,28.3,
35.1,22.3,52.0,23.9,68.5,9.1,9.6,13.2,28.3,17.6,
22.3,52.0,23.9,68.5,9.1,9.6,13.2,28.3,17.6,5.1,
52.0,23.9,68.5,9.1,9.6,13.2,28.3,17.6,5.1,0.0,
23.9,68.5,9.1,9.6,13.2,28.3,17.6,5.1,0.0,7.6,
68.5,9.1,9.6,13.2,28.3,17.6,5.1,0.0,7.6,35.0,
9.1,9.6,13.2,28.3,17.6,5.1,0.0,7.6,35.0,6.8,
9.6,13.2,28.3,17.6,5.1,0.0,7.6,35.0,6.8,11.2,
13.2,28.3,17.6,5.1,0.0,7.6,35.0,6.8,11.2,10.5,
