iteration,trainRMSE
0,"[904.117902328405, 905.9068362273447, 906.1328136243231, 906.2424247966942, 906.5577893346125]"
100,"[795.7974939734208, 796.9950814878323, 796.8262697761647, 796.8729338144497, 796.873929940394]"
200,"[753.1689124459646, 753.8822152432662, 753.735996064304, 754.0541023950663, 754.1018948451406]"
300,"[752.5448922296797, 752.3266923987052, 751.9597894333219, 752.6679015643631, 753.2098595889889]"
400,"[751.9681676417785, 751.7711249829038, 750.0912279087913, 751.0458885928438, 751.5833242680133]"
500,"[751.2407916305096, 750.5315526298032, 748.823545656884, 749.5599491446272, 749.7993790312244]"
600,"[750.7090374004597, 749.7870950745992, 747.4726067394347, 748.5407766873162, 749.0284684387623]"
700,"[750.2732645836444, 749.0338625609261, 746.1931160885472, 747.5304584054732, 747.9954451812641]"
800,"[749.3600109607057, 747.9338329348374, 745.4726852020946, 746.9986304543124, 747.5056103130585]"
900,"[749.2266507931282, 747.8053013976611, 745.6711573968234, 746.8703126674158, 747.7212362364537]"
