iteration,trainRMSE
0,"[1024.2390173528784, 1024.2390947517295, 1029.1963200284163, 1029.2049626704115, 1029.725024887017]"
2500,"[768.0689397163543, 766.7215792265671, 773.6173929478595, 772.4508495959939, 773.7914682823812]"
5000,"[767.8033789325888, 765.5993923192123, 773.5591019134473, 771.1858714440735, 773.5038275981083]"
7500,"[764.6843856603122, 767.7522949199044, 771.0961865559473, 771.7160399020823, 770.1698800736569]"
10000,"[762.6944027212888, 767.6062275618942, 770.6503800808194, 771.4797245336893, 768.0584415456565]"
12500,"[758.6389488319866, 765.6649054477067, 766.7851923344468, 768.2166572525213, 763.536880410512]"
15000,"[748.9490637001436, 760.6589757748069, 758.6485764766202, 759.3279006804703, 749.0991419938186]"
17500,"[743.8212459205337, 750.5026313965153, 752.739132619855, 746.1557882270853, 739.205851640084]"
20000,"[743.0763278885555, 746.0279342255479, 751.016463419382, 741.4163107370586, 724.4810577361146]"
22500,"[742.0507410257844, 747.1371012126685, 746.3982871414435, 739.6245695462684, 718.4188349592051]"
25000,"[755.4295634098966, 758.9743033380535, 763.5720378125202, 772.8316802881169, 770.544737029211]"
27500,"[770.3970087747695, 766.4857174331704, 772.3742757086185, 771.40023650606, 768.7244360829217]"
30000,"[768.3486855548036, 762.423954526563, 772.6204561765967, 775.2447030678636, 773.5075385940705]"
32500,"[1019.4131530599692, 766.5130473078137, 771.1308001005322, 773.0131172736059, 772.4368416999796]"
35000,"[1016.7975302455791, 765.6861075374406, 768.1417234975604, 769.6945132737563, 772.4907385264728]"
37500,"[1022.4514901951243, 1010.970731549142, 769.3681135857374, 771.7122219331504, 769.0826149931455]"
40000,"[783.9424173454829, 768.0140604920344, 768.7317723097489, 772.7316869676067, 773.4328683330165]"
42500,"[761.1614800741705, 758.8652535921789, 770.3078365302657, 771.1073714297919, 773.7859617303876]"
45000,"[754.5535115839665, 756.333908031856, 772.425975253719, 769.5801512474404, 771.2218803929608]"
47500,"[766.049204272483, 758.6640575717505, 769.2791858051211, 772.3332186183557, 769.8524611256009]"
50000,"[762.9817187982237, 761.9518389730821, 771.3886933913286, 773.6328117302979, 771.5807664622636]"
52500,"[762.4663527708798, 764.2865357342256, 770.4240583730957, 772.446070757666, 770.1433489657346]"
55000,"[765.282223760646, 770.1779654923694, 770.6084817475413, 770.9069560095714, 770.4625729375246]"
57500,"[762.3227651153661, 768.0029391195217, 773.0357755407631, 767.4726383834147, 767.8190668034596]"
60000,"[1015.6126698201015, 783.5276789310298, 778.4964789977677, 776.2818664491343, 776.6842288093615]"
62500,"[763.6021512776687, 764.0647823876326, 770.7769007068064, 771.5459138847676, 768.690484036864]"
65000,"[774.9600929650411, 768.1021680247652, 769.0840053214058, 773.4028365197852, 772.2013286433835]"
67500,"[773.575722806299, 766.1159064572289, 770.065305542546, 771.9106548841503, 769.3405915547572]"
70000,"[773.0011589272187, 766.2210790069471, 769.3945564046255, 772.0206545345654, 766.1167954461886]"
72500,"[771.9229318614232, 763.8926162610188, 767.3344783616087, 769.5409726271791, 763.853147376587]"
75000,"[766.8695368471011, 768.408686656752, 769.3396018757361, 771.6453253047835, 776.4987587463327]"
77500,"[771.8732251121064, 766.0124586521977, 768.2365502720261, 772.0807661589508, 768.3823041811119]"
