iteration,trainRMSE
0,"[793.336147332913, 793.3396032024242, 793.3887999402544, 793.4005378601676, 794.3388191116054]"
5000,"[654.2740770182621, 649.9205190464257, 654.006165661438, 653.7916451090331, 653.1121684064864]"
10000,"[649.6849873208299, 632.6487998716171, 630.3742162659139, 624.6640654721662, 640.0791489029165]"
15000,"[647.2966692704455, 617.6937135489518, 589.5188091656732, 598.4349846126721, 611.4093824931052]"
20000,"[625.8804707512992, 595.0787432017893, 554.1147907493897, 567.2187226756093, 584.8427876925916]"
25000,"[611.241386280931, 587.9890197878101, 593.2837681241384, 633.2436932739932, 650.6985007135968]"
30000,"[593.0051919419308, 611.0213179050063, 623.6468545217089, 628.1261227708173, 649.6717908496505]"
35000,"[658.3052333146975, 655.5435632247322, 652.6968072733149, 642.2785138224766, 660.0241022251279]"
40000,"[629.6219735204629, 621.3833886652747, 607.2556951165475, 611.2888415151535, 612.4505444438283]"
45000,"[621.8499864533485, 625.171403610147, 604.8311727215249, 610.3885908074936, 600.8833137825765]"
