iteration,trainRMSE
0,"[1024.2768674432705, 1024.288252488595, 1029.2472917105806, 1029.2570347676965, 1029.776909336421]"
2500,"[746.1842569153241, 732.7810339725335, 745.708644332658, 747.8752202602723, 746.2762705738753]"
5000,"[697.4264291061047, 691.4602458541752, 701.5801508914676, 710.0413466916466, 709.5986038379455]"
7500,"[685.3613541742386, 676.3114760295393, 679.8894443397757, 674.1524343818663, 670.5786860222115]"
10000,"[671.93490381166, 642.7732628928347, 647.2415044715069, 634.7208996837396, 630.312346662116]"
12500,"[652.152649353592, 614.2592884736101, 609.5698715792914, 592.3412762664093, 590.2106916334723]"
15000,"[625.929183770834, 584.4645288546694, 541.68753068953, 514.9898352964899, 539.4241444746077]"
17500,"[623.4540465894135, 587.2446287930748, 574.8514940274093, 546.9330637979468, 594.9510933992145]"
20000,"[602.343172487691, 571.9648507060926, 531.2813073324872, 520.415698892183, 554.5234109851366]"
22500,"[638.3646319614166, 580.0499284196358, 549.3397981828033, 573.1746503257574, 591.8870083712362]"
25000,"[572.0302374944861, 508.86048645097543, 487.0141316156394, 503.19530879312, 502.0776969677164]"
27500,"[593.6773405304276, 553.6492513425276, 521.1616403558485, 540.8243191770789, 558.4422412296219]"
30000,"[548.6995467802246, 479.2597272556004, 418.2224618665636, 435.40375809610896, 467.6128803291493]"
32500,"[564.3922934039007, 512.5151140256539, 490.38516462482363, 493.789440884848, 551.4275052272727]"
35000,"[508.2995551631441, 437.7493217683274, 393.1827416836412, 386.2726265832257, 426.40907255291694]"
37500,"[527.0376474849467, 474.4323611022885, 423.6566017257153, 442.493850874629, 460.60539488618616]"
40000,"[514.8827924342335, 465.04541971267355, 420.46027118308666, 431.5181388191574, 463.57425521175475]"
42500,"[493.8320806834979, 429.42677991564545, 413.49789158120575, 426.83115187785046, 463.98166740558366]"
45000,"[500.70644800486014, 447.90931684305843, 403.0086879553666, 423.8777572306584, 455.9966826513507]"
47500,"[521.0740147685202, 475.229231419057, 447.33261204853943, 442.62430440337386, 505.6783314899004]"
50000,"[485.28641906551644, 449.35779175215987, 413.4975949905964, 413.8631783981618, 464.7562101401502]"
52500,"[482.76124015556223, 460.84443552166283, 392.611274192089, 387.64121959884415, 443.49482210162284]"
55000,"[693.3214329189452, 666.9964173690706, 653.42046820127, 638.6404269098299, 620.0250438685758]"
57500,"[679.7892090979393, 647.0927013765706, 597.6966608802978, 604.1392089096419, 574.3502235928427]"
60000,"[672.1413074480541, 653.2113602265451, 559.0462448098906, 577.3651787009618, 573.7125435417223]"
62500,"[656.388647606085, 618.1209265793137, 529.5112628155673, 540.6635940301862, 512.988403262698]"
65000,"[649.892868826833, 592.1499407391244, 516.9783620181654, 510.6518981668922, 505.86774066597746]"
67500,"[648.5178690069703, 586.2236361135581, 514.8582130784044, 531.4474402225482, 498.43957291190134]"
