iteration,trainRMSE
0,"[1024.1475696193363, 1024.159583540939, 1029.128367674857, 1029.1453138847503, 1029.671540117465]"
2500,"[1010.179426692328, 1010.0517345697255, 1015.0047550187003, 1015.0103543031012, 1015.5128376909472]"
5000,"[1000.6633756902155, 1000.584022256349, 1005.540498002053, 1005.5468079270787, 1006.0396361910144]"
7500,"[992.4406182639007, 992.3809039239607, 997.3375055099199, 997.3437619523072, 997.8275884971131]"
10000,"[985.0793353933401, 985.0296863116041, 989.9854550241047, 989.9915052607204, 990.4669256701051]"
12500,"[978.4310282380351, 978.3872006636606, 983.3416375020167, 983.347438738955, 983.8150051431444]"
15000,"[972.3597066939038, 972.3195107447995, 977.2722893917688, 977.2778305903598, 977.7380069357936]"
17500,"[966.812673923684, 966.7748312133469, 971.7257292525132, 971.7310103664395, 972.1842518734948]"
20000,"[961.7077325142751, 961.6714534654036, 966.6203046056615, 966.6253338344354, 967.0720314046692]"
22500,"[957.0173976349498, 956.9821588530166, 961.9288535825201, 961.9336412886018, 962.3741888501788]"
25000,"[952.6822772926103, 952.6477275758118, 957.5921881103193, 957.5967415796298, 958.0314761082686]"
27500,"[948.6849871983361, 948.650878200661, 953.5930595247555, 953.5973941791601, 954.026665138017]"
