iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055200.5,1232066.5,1027.23,1109.9784
2500,588791.9,722324.7,767.32,849.8942
5000,564538.44,736978.9,751.36,858.4612
7500,544618.9,782767.6,737.96,884.7289
10000,517920.75,795761.44,719.6,892.0263
12500,512412.38,836625.3,715.66,914.5187
15000,507818.34,854150.0,712.55,923.9782
17500,479641.44,860196.7,692.32,927.1831
20000,461482.62,871998.7,678.8,933.574
22500,479471.1,826208.9,692.14,908.9002
25000,447758.78,857718.4,668.54,926.0671
27500,482405.28,857678.25,694.42,925.9075
30000,482530.66,833824.3,694.53,913.1135
32500,437321.0,880032.6,660.85,937.7904
35000,432447.12,843949.75,656.93,918.6268
37500,435786.9,828288.9,659.68,909.8412
40000,422713.34,873083.94,649.52,934.3684
42500,429158.66,865321.1,654.63,930.2073
45000,448726.6,864768.8,669.53,929.8434
47500,413420.22,874513.25,642.48,935.0822
50000,450169.56,882345.6,670.76,939.2385
52500,398975.56,895124.0,630.98,945.9991
55000,395565.44,859664.56,628.34,926.9899
57500,434016.03,912997.56,658.59,955.3702
60000,424552.9,903551.2,651.21,950.4601
62500,427408.28,905795.4,653.34,951.4185
65000,390352.28,882083.4,624.19,938.9906
67500,497500.44,808611.06,705.23,899.0901
