RE0  , RE1  ,
25.58 ,24.63
29.13 ,27.94
28.56 ,27.48
29.31 ,28.05
35.92 ,34.12
42.36 ,40.37
49.34 ,46.8
49.13 ,46.48
41.4 ,39.73
45.67 ,43.76
39.98 ,38.9
41.34 ,40.29
44.31 ,43.13
48.8 ,47.43
57.84 ,56.14
54.96 ,53.37
57.16 ,55.47
54.76 ,53.39
57.15 ,55.71
57.3 ,55.9

average0 : 44.5
average1 : 42.96
