753.0,820.0,96.0,336.0,442.0,130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,
820.0,96.0,336.0,442.0,130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,
96.0,336.0,442.0,130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,
336.0,442.0,130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,
442.0,130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,
130.0,187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,
187.0,22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,
22.0,78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,
78.0,151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,
151.0,147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,
147.0,17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,
17.0,1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,
1204.0,92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,
92.0,33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,
33.0,9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,
9.0,29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,
29.0,107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,
107.0,43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,40.0,
43.0,54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,40.0,101.0,
54.0,33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,40.0,101.0,77.0,
33.0,61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,40.0,101.0,77.0,46.0,
61.0,23.0,17.0,9482.0,50.0,14308.0,27.0,26.0,8781.0,623.0,109.0,8509.0,2485.0,7.0,39.0,40.0,101.0,77.0,46.0,59.0,
