iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1156592.6,2698706.0,1074.92,1642.5012
10,1152126.8,2691475.2,1072.85,1640.2978
20,1147785.6,2684615.8,1070.82,1638.2071
30,1142993.4,2676851.5,1068.58,1635.8348
40,1137706.4,2668248.0,1066.1,1633.2035
50,1131830.8,2658636.8,1063.34,1630.2585
60,1125327.9,2647938.0,1060.28,1626.9743
70,1118236.4,2636179.5,1056.93,1623.3571
80,1110661.8,2623504.0,1053.34,1619.449
90,1102650.8,2609968.2,1049.53,1615.2647
100,1094261.8,2595621.0,1045.52,1610.8181
110,1085560.5,2580531.8,1041.35,1606.1282
120,1076623.0,2564785.0,1037.05,1601.2196
130,1067521.6,2548456.0,1032.66,1596.1132
140,1058334.6,2531624.5,1028.2,1590.8325
150,1049141.5,2514372.0,1023.72,1585.4021
160,1040027.56,2496788.2,1019.26,1579.8483
170,1031080.6,2478964.5,1014.86,1574.1983
180,1022392.25,2460990.8,1010.57,1568.481
190,1014057.6,2442967.0,1006.44,1562.7268
200,1006174.0,2424994.2,1002.51,1556.9675
210,998843.1,2407173.8,998.85,1551.2365
220,992171.75,2389613.8,995.5,1545.5688
230,986266.56,2372425.5,992.54,1540.0009
240,981241.4,2355722.2,990.0,1534.5711
250,977210.94,2339620.8,987.97,1529.3192
260,974293.8,2324244.0,986.49,1524.2874
270,972557.75,2310394.8,985.61,1519.7377
280,971949.1,2302744.5,985.31,1517.199
290,971605.25,2297328.8,985.13,1515.4172
300,971828.25,2307915.0,985.25,1518.908
310,971251.3,2304787.2,984.95,1517.8761
320,971319.4,2302967.0,984.98,1517.2783
330,971282.3,2303523.5,984.97,1517.4671
340,970647.9,2299757.5,984.64,1516.2173
350,971111.6,2301371.2,984.89,1516.7424
360,969392.56,2297549.2,984.01,1515.4845
370,969550.3,2297711.0,984.09,1515.5333
380,969119.5,2295201.5,983.87,1514.7127
390,968807.94,2309904.8,983.72,1519.5443
400,968997.0,2308951.8,983.81,1519.2298
410,968194.7,2306718.8,983.4,1518.4878
420,969105.7,2315179.8,983.86,1521.2815
430,967545.06,2307638.0,983.07,1518.7924
440,966597.25,2300392.5,982.59,1516.4112
450,965999.7,2298094.5,982.29,1515.6555
460,965881.94,2297212.8,982.22,1515.3566
470,965244.2,2295739.2,981.91,1514.8733
480,965026.4,2294692.0,981.8,1514.5288
490,964179.06,2295920.8,981.37,1514.9335
